Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
589,Karl Etta,cm CMR,FW,Villarreal,es La Liga,21.0,2003,3,3,256,2.8,1,2,3,1,0,0,0,0,0.9,0.9,0.7,1.7,1.05,0.59,3,4,10,7,3,42.9,2.46,1.05,0.14,0.33,12.4,0,0,0,0.9,0.9,0.13,+0.1,+0.1,23,29,79.3,253,61,2,0.7,0.4,+1.3,3,3,0,0,4,28,0,0,0,0,0,0,0,0,0,0,23,4,2,1,2,1,2,100.0,0,2,0,2,0,4,1,0,6,2.11,5,0,0,0,1,0,2,0.70,61,2,5,26,31,13,61,4,0,0.0,3,75.0,42,192,84,3,1,0,9,2,42,10,0,0,0,3,4,1,0,0,2,0,0,0,5,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Karl Etta,cm CMR,FW,Levante,es La Liga,21.0,2003,1,1,61,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1.48,0.32,1,0,2,1,1,100.0,1.48,1.48,1.00,1.00,13.6,0,0,0,0.2,0.2,0.22,+0.8,+0.8,6,6,100.0,92,4,0,0.0,0.0,0.0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,1,1.48,0,0,1,0,0,0,1,1.48,18,1,3,11,4,2,18,2,1,50.0,1,50.0,11,71,11,1,0,1,3,3,13,2,0,0,0,2,2,0,0,0,0,0,0,0,2,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25.0,1999,4,4,346,3.8,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,0.26,0.37,4,5,12,11,3,27.3,2.86,0.78,0.09,0.33,12.2,0,0,0,0.9,0.9,0.08,+0.1,+0.1,54,66,81.8,592,86,0,0.5,0.1,-0.5,6,2,2,0,5,64,2,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,0.0,2,3,1,2,0,0,5,0,12,3.12,9,0,0,1,2,0,1,0.26,103,4,9,49,46,20,103,6,1,16.7,1,16.7,53,263,132,4,3,3,4,3,71,12,1,0,0,2,7,4,0,0,0,1,0,0,12,7,16,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29.0,1996,3,3,235,2.6,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.5,0.38,0.56,5,21,7,4,0,0.0,1.53,0.00,0.00,,28.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,103,127,81.1,1866,662,1,1.3,1.0,-0.3,9,16,8,3,21,111,15,9,0,0,15,2,4,1,1,1,103,3,3,2,1,0,3,100.0,0,1,1,0,3,6,6,0,15,5.74,10,4,1,0,0,0,3,1.15,148,7,25,82,41,1,148,2,2,100.0,0,0.0,86,483,284,5,6,1,0,1,92,7,2,0,0,3,3,0,15,3,3,0,0,0,7,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Eberechi Eze,eng ENG,FW,Arsenal,eng Premier League,27.0,1998,2,1,99,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,0.91,0.47,5,4,10,2,0,0.0,1.82,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,29,35,82.9,431,100,1,0.5,0.5,+0.5,1,1,1,0,4,34,1,0,1,1,2,0,1,1,0,0,29,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,5,4.55,4,0,1,0,0,0,1,0.91,50,0,2,16,33,4,50,8,4,50.0,4,50.0,33,306,191,5,3,1,3,0,40,10,0,0,0,0,2,1,2,0,0,0,0,0,3,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27.0,1998,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.26,0,1,2,6,2,33.3,6.51,2.17,0.00,0.00,32.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,16,25,64.0,241,34,0,0.0,0.0,0.0,0,2,0,0,1,19,6,3,0,1,4,0,2,2,0,0,16,1,1,0,1,0,0,,0,1,0,1,0,1,1,0,3,3.25,1,0,0,2,0,0,0,0.00,37,0,2,24,11,1,37,4,2,50.0,1,25.0,18,116,60,0,0,0,1,2,22,2,0,0,0,2,1,0,4,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,23.0,2001,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,4.74,1.68,4,1,5,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,13,17,76.5,128,36,1,0.4,0.6,+0.6,1,0,1,0,1,16,1,1,0,0,1,0,0,0,0,0,13,3,2,2,1,0,1,100.0,0,1,0,1,0,3,0,0,3,14.21,3,0,0,0,0,0,1,4.74,21,0,2,9,10,3,21,1,1,100.0,0,0.0,11,168,123,4,2,2,0,0,12,5,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22.0,2003,3,2,145,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.12,1,4,2,4,0,0.0,2.48,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,23,26,88.5,440,119,0,0.0,0.0,0.0,1,6,0,0,4,24,2,2,0,1,0,0,0,0,0,0,23,2,0,0,1,1,0,,0,1,0,1,1,3,0,0,3,1.86,2,0,1,0,0,0,0,0.00,38,1,2,28,10,3,38,1,1,100.0,0,0.0,24,123,44,1,1,0,3,2,24,2,0,0,0,3,6,0,0,1,0,0,0,0,6,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Alieu Fadera,gm GAM,"FW,MF",Sassuolo,it Serie A,23.0,2001,3,0,67,0.7,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1.34,1.03,4,1,8,2,1,50.0,2.69,1.34,0.50,1.00,8.0,0,0,0,0.8,0.8,0.38,+0.2,+0.2,15,19,78.9,214,70,0,0.0,0.2,0.0,0,2,0,0,1,19,0,0,0,0,1,0,0,0,0,0,15,3,2,2,1,0,3,33.3,2,0,0,0,0,3,0,0,3,4.03,1,0,1,0,1,0,1,1.34,39,2,5,18,17,8,39,4,2,50.0,2,50.0,21,211,96,4,3,3,6,2,26,8,0,0,0,4,3,0,1,0,2,1,1,0,2,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24.0,2001,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.03,4,10,0,2,0,0.0,0.90,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0,122,140,87.1,2129,632,0,0.0,0.2,0.0,1,6,1,0,10,127,13,11,0,1,4,0,2,2,0,0,122,2,2,0,2,0,5,40.0,3,0,0,0,1,3,1,0,4,1.81,3,1,0,0,0,0,0,0.00,154,2,36,98,21,0,154,1,1,100.0,0,0.0,96,481,241,4,5,0,3,1,110,0,0,0,0,1,2,0,4,1,2,0,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Omar Falah,es ESP,"DF,MF",Oviedo,es La Liga,22.0,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,8,9,88.9,144,54,0,0.0,0.0,0.0,0,1,0,0,0,7,2,0,0,1,0,2,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0.00,0,0,0,0,0,0,0,0.00,14,2,6,6,2,0,14,1,0,0.0,1,100.0,5,31,12,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30.0,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,42,84,50.0,1523,1341,0,0.0,0.0,0.0,0,3,1,0,0,57,27,15,0,0,0,0,0,0,0,0,42,1,1,1,0,0,1,100.0,0,0,0,0,0,1,3,0,0,0.00,0,0,0,0,0,0,0,0.00,95,63,93,2,0,0,95,0,0,,0,,45,349,259,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,1,0,0,0,4,1,0,100.0,6,2.00,16,10,62.5,0,1,2,1,33.3,0,0,0,0,5.5,0.34,-0.5,-0.17,17,56,30.4,72,6,65.3,45.0,40,1,2.5,6,2.00,14.9
601,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,20.0,2004,3,2,225,2.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0.00,0.04,0,5,0,2,0,0.0,0.80,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,107,120,89.2,1784,719,0,0.0,0.0,0.0,0,3,0,0,5,109,11,2,0,0,0,1,0,0,0,0,107,4,2,1,3,0,4,50.0,2,7,4,3,4,8,7,1,3,1.20,2,0,0,1,0,0,1,0.40,150,28,93,46,11,2,150,1,0,0.0,1,100.0,82,422,200,0,2,0,0,2,98,0,2,0,0,7,1,0,0,4,2,0,0,0,6,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,22.0,2003,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,0.00,0.61,0,6,0,1,0,0.0,1.70,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.04,0.0,0.0,19,24,79.2,321,142,0,0.3,0.2,-0.3,1,3,1,0,6,21,3,1,1,0,2,0,2,2,0,0,19,1,1,0,1,0,0,,0,2,0,2,1,2,0,0,3,5.09,2,1,0,0,0,0,0,0.00,33,0,3,15,15,2,33,3,0,0.0,2,66.7,15,67,36,0,0,0,3,0,16,0,0,0,0,0,2,0,2,1,1,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Aleix Febas,es ESP,MF,Elche,es La Liga,29.0,1996,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.00,0.07,11,22,18,3,1,33.3,0.75,0.25,0.00,0.00,16.7,0,0,0,0.3,0.3,0.10,-0.3,-0.3,194,211,91.9,2514,580,0,0.0,0.1,0.0,0,21,0,0,22,210,0,0,0,0,1,0,0,0,0,0,194,7,5,2,5,0,6,66.7,2,1,0,1,3,10,2,0,4,1.00,4,0,0,0,0,0,1,0.25,250,6,42,152,59,5,250,9,4,44.4,4,44.4,139,823,496,11,10,1,9,7,213,18,1,0,0,3,8,0,1,3,5,0,0,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,24.0,2001,1,0,17,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,5.29,0.70,1,0,1,1,1,100.0,5.29,5.29,1.00,1.00,6.1,0,0,0,0.1,0.1,0.13,+0.9,+0.9,2,6,33.3,31,0,0,0.0,0.0,0.0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,9,0,1,2,6,2,9,1,1,100.0,0,0.0,7,35,8,1,1,1,1,1,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28.0,1997,4,4,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.03,2,3,0,1,1,100.0,0.41,0.41,0.00,0.00,10.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,110,119,92.4,1826,512,0,0.0,0.0,0.0,0,2,0,0,3,106,13,1,0,1,0,0,0,0,0,0,110,4,2,4,0,0,5,60.0,2,2,1,1,4,8,7,0,2,0.82,2,0,0,0,0,0,0,0.00,142,24,91,48,3,2,142,0,0,,0,,74,294,131,2,0,0,4,0,92,0,1,0,0,2,0,0,0,4,2,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Robin Fellhauer,de GER,"MF,DF",Augsburg,de Bundesliga,27.0,1998,3,2,222,2.5,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.4,0.41,0.17,3,9,5,5,1,20.0,2.03,0.41,0.00,0.00,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,52,65,80.0,726,288,1,0.2,0.2,+0.8,1,2,1,0,9,55,9,0,0,0,5,8,0,0,0,0,52,7,6,5,2,0,6,16.7,5,0,0,0,1,8,6,1,4,1.62,3,0,0,0,0,1,1,0.41,92,3,25,44,24,9,92,2,0,0.0,2,100.0,47,210,128,3,3,1,2,1,50,5,1,0,0,7,3,1,5,1,6,0,0,0,6,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Kiko Femenía,es ESP,DF,Getafe,es La Liga,34.0,1991,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,2,4,4,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,32,37,86.5,450,138,0,0.0,0.0,0.0,1,3,2,1,4,28,9,2,0,0,4,7,0,0,0,0,32,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,1,1.36,1,0,0,0,0,0,0,0.00,40,0,7,18,15,0,40,0,0,,0,,26,146,72,2,1,0,1,1,25,4,0,0,0,0,3,0,4,2,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Evan Ferguson,ie IRL,FW,Roma,it Serie A,20.0,2004,3,2,190,2.1,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.4,0.47,0.65,5,0,19,5,2,40.0,2.37,0.95,0.00,0.00,13.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,35,42,83.3,463,48,1,0.9,0.2,+0.1,5,1,1,1,0,40,2,0,0,0,1,0,0,0,0,0,35,4,1,0,3,1,2,50.0,1,0,0,0,0,4,1,0,7,3.32,5,0,1,1,0,0,1,0.47,63,1,1,31,33,9,63,4,2,50.0,2,50.0,39,255,106,5,3,1,5,4,53,19,1,0,0,5,3,0,1,0,1,0,0,0,2,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26.0,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,96,103,93.2,1859,385,0,0.0,0.0,0.0,0,9,1,0,7,96,7,7,0,0,1,0,0,0,0,0,96,0,0,0,0,0,3,0.0,3,1,1,0,0,0,5,0,2,2.00,2,0,0,0,0,0,0,0.00,111,6,37,67,9,0,111,0,0,,0,,73,367,132,0,0,0,0,0,85,0,0,0,0,3,0,0,1,0,0,0,0,0,7,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31.0,1994,4,4,360,4.0,1,0,1,0,1,2,1,0,1.9,0.3,1.3,1.6,0.00,0.79,9,40,9,7,1,14.3,1.75,0.25,0.00,0.00,26.2,1,1,2,1.9,0.3,0.05,-0.9,-0.3,230,287,80.1,4373,1476,0,1.3,0.9,-1.3,15,28,10,1,40,251,34,22,4,6,19,3,9,8,0,1,230,10,4,4,4,2,13,46.2,7,4,1,3,0,10,8,0,31,7.75,22,5,1,2,1,0,0,0.00,324,14,58,174,95,7,322,5,3,60.0,1,20.0,173,781,417,9,6,2,2,4,220,9,1,0,0,4,8,0,19,0,4,0,0,0,27,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Mateus Fernandes,pt POR,"FW,MF",West Ham,eng Premier League,21.0,2004,2,2,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.00,0.34,3,7,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,40,48,83.3,637,139,0,0.5,0.3,-0.5,4,2,2,0,7,45,3,1,1,0,3,1,1,0,1,0,40,5,4,3,2,0,6,33.3,4,1,0,1,1,6,0,0,4,2.55,4,0,0,0,0,0,0,0.00,60,1,12,28,20,4,60,1,0,0.0,0,0.0,36,163,66,3,1,1,2,1,41,2,0,0,0,3,3,0,3,1,4,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24.0,2001,4,4,348,3.9,2,1,3,1,1,1,0,0,1.9,1.1,0.7,1.9,0.52,0.69,5,19,16,4,1,25.0,1.03,0.26,0.25,1.00,16.4,0,1,1,1.9,1.1,0.28,+0.1,-0.1,195,238,81.9,3072,760,1,0.7,0.4,+0.3,6,19,6,1,19,222,16,8,1,1,10,1,7,5,0,0,195,6,4,3,2,1,7,28.6,5,2,0,2,3,9,3,0,12,3.10,11,1,0,0,0,0,2,0.52,268,3,43,163,63,9,267,3,0,0.0,2,66.7,157,641,283,5,3,0,5,8,205,16,0,0,0,3,3,1,10,3,4,0,0,0,12,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23.0,2002,1,0,28,0.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.00,0.09,0,1,0,1,0,0.0,3.21,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.03,0.0,0.0,6,8,75.0,130,64,0,0.0,0.0,0.0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,,0,1,0,1,1,3,2,0,0,0.00,0,0,0,0,0,0,0,0.00,17,2,7,8,2,0,17,1,0,0.0,1,100.0,7,61,5,0,0,0,1,0,8,0,2,1,1,1,1,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24.0,2001,3,3,231,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.01,4,22,0,1,0,0.0,0.39,0.00,0.00,,32.6,0,0,0,0.0,0.0,0.03,0.0,0.0,194,210,92.4,3611,1157,0,0.0,0.1,0.0,0,20,1,0,22,204,6,3,1,1,0,3,0,0,0,0,194,6,5,0,5,1,4,100.0,0,0,0,0,1,7,7,1,3,1.17,3,0,0,0,0,0,2,0.78,229,5,58,164,9,0,229,0,0,,0,,139,753,582,4,2,0,2,0,183,0,0,0,0,3,4,0,0,1,5,0,0,0,13,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22.0,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.07,0,1,0,1,0,0.0,2.00,0.00,0.00,,10.4,0,0,0,0.0,0.0,0.04,0.0,0.0,30,35,85.7,565,148,0,0.0,0.0,0.0,0,3,0,0,1,33,2,1,0,0,0,0,0,0,0,0,30,1,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,0,0.00,0,0,0,0,0,0,0,0.00,40,2,14,26,1,1,40,0,0,,0,,22,73,32,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23.0,2002,3,2,167,1.9,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,0.54,0.38,2,2,6,2,1,50.0,1.08,0.54,0.00,0.00,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,18,29,62.1,233,33,1,0.6,0.3,+0.4,2,1,0,0,2,26,3,0,0,0,0,0,0,0,0,0,18,3,0,0,2,1,2,100.0,0,3,0,3,0,3,1,0,4,2.16,2,0,0,1,1,0,2,1.08,52,1,2,30,20,3,52,1,0,0.0,1,100.0,22,73,32,2,2,1,5,4,28,6,0,0,0,0,3,0,0,0,0,1,0,0,5,7,16,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20.0,2005,4,2,240,2.7,2,1,3,2,0,0,1,0,1.2,1.2,0.6,1.8,1.13,0.66,8,8,24,7,3,42.9,2.62,1.13,0.29,0.67,15.9,0,0,0,1.2,1.2,0.17,+0.8,+0.8,50,67,74.6,742,157,1,0.6,0.3,+0.4,3,2,7,1,8,65,2,0,0,0,10,0,2,1,1,0,50,1,0,0,1,0,1,0.0,1,1,0,1,0,1,1,0,9,3.38,4,1,0,2,2,0,2,0.75,84,0,3,20,62,13,84,4,2,50.0,2,50.0,62,426,232,8,5,5,1,1,70,24,1,0,0,1,4,3,10,0,0,1,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Junior Firpo,do DOM,DF,Betis,es La Liga,29.0,1996,3,3,250,2.8,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,0.36,0.26,4,13,15,3,0,0.0,1.08,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.12,-0.3,-0.3,143,171,83.6,1903,718,1,0.4,0.3,+0.6,5,5,3,2,13,148,23,0,0,0,6,23,0,0,0,0,143,7,4,3,2,2,5,80.0,1,3,0,3,4,11,14,0,9,3.24,8,0,0,0,0,1,1,0.36,210,4,65,88,57,6,210,3,3,100.0,0,0.0,113,452,222,4,3,1,3,1,135,15,1,0,0,2,4,0,6,4,4,0,0,0,11,9,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23.0,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,140,157,89.2,3033,1583,0,0.0,0.0,0.0,0,0,0,0,0,142,15,4,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,173,145,172,1,0,0,173,0,0,,0,,129,444,305,0,0,0,0,0,114,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,8,2.00,24,16,75.0,0,1,3,0,0.0,2,2,0,0,9.4,0.34,+1.4,+0.35,9,24,37.5,146,17,14.4,25.1,57,2,3.5,6,1.50,14.1
620,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24.0,2000,3,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.04,3,8,4,1,0,0.0,0.34,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.01,0.0,0.0,131,154,85.1,2449,849,0,0.1,0.2,-0.1,1,7,2,1,8,125,29,4,0,1,5,25,0,0,0,0,131,6,4,3,1,2,5,60.0,2,3,0,3,4,10,11,0,7,2.35,6,1,0,0,0,0,1,0.34,187,12,76,73,39,1,187,2,0,0.0,2,100.0,97,435,254,3,1,0,4,2,112,4,0,0,0,5,2,0,5,4,4,0,0,0,4,6,3,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.00,0.05,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,88,119,73.9,2435,1738,0,0.2,0.0,-0.2,1,7,0,0,0,91,28,7,0,0,0,0,0,0,0,0,88,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2,1,0.33,1,0,0,0,0,0,0,0.00,124,95,124,0,0,0,124,0,0,,0,,86,363,174,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,6,2.00,12,6,58.3,1,1,1,0,0.0,1,1,0,0,4.2,0.27,-1.8,-0.60,17,43,39.5,98,13,28.6,32.4,40,1,2.5,8,2.67,17.4
622,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27.0,1998,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.32,1,0,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,4,25.0,14,14,0,0.1,0.0,-0.1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,8,0,1,2,5,1,8,1,0,0.0,1,100.0,3,18,15,1,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
